"業種(飲食業）","業種（宿泊業）","施設名称","施設名称カナ","施設郵便番号","施設住所","施設住所(方書)","認証日","施設住所市町村"
"","〇","コンフォートホテル山形","コンフォートホテルヤマガタ","9900039","山形市香澄町1-3-12","","2021/08/16","山形市"
"〇","","KOS BAR","コーズバー","9900042","山形市七日町2-2-1","赤門ピアッザ2FA号","2021/08/02","山形市"
"〇","","コーヒーANDスナック　カフェ","コーヒーアンドスナック　カフェ","9900044","山形市木の実町14-4","","2021/10/21","山形市"
"〇","","珈琲工房　TACK","コーヒーコウボウ　タック","9970025","鶴岡市日出1-24-9","","2021/09/13","鶴岡市"
"〇","","コーヒーハウスくれよん","コーヒーハウスクレヨン","9994224","尾花沢市新町1-4-37","","2021/10/20","尾花沢市"
"〇","","コーヒー屋おおもり","コーヒーヤオオモリ","9993720","東根市さくらんぼ駅前3-4-1","","2021/07/13","東根市"
"〇","","コーヒーレストラン真理","コーヒーレストランマリ","9900025","山形市あこや町3-1-7","","2021/05/19","山形市"
"〇","","COVO","コーヴォ","9970022","鶴岡市切添町18-16","コーポ菅原102号","2021/07/15","鶴岡市"
"〇","","合資会社　早坂食品","ゴウシガイシャ　ハヤサカショクヒン","9970027","鶴岡市昭和町10-7","","2021/10/01","鶴岡市"
"","〇","五感の湯つるや","ゴカンノユツルヤ","9902301","山形市蔵王温泉710","","2021/08/30","山形市"
"〇","","極撰ラーメン・定食ひとりじ麺","ゴクセンラーメン・テイショクヒトリジメン","9902435","山形市青田5-15-14","","2021/10/04","山形市"
"〇","","極楽麦酒本舗","ゴクラクビールホンポ","9920045","米沢市中央2-3-18","","2021/10/12","米沢市"
"〇","","ごはん処　紅月","ゴハンドコロ　クゲツ","9900825","山形市城北町1-25-16","","2021/08/17","山形市"
"〇","","ごはん屋ロハス","ゴハンヤロハス","9920118","米沢市上新田2300-1","賜の湯内","2021/07/20","米沢市"
"〇","","ごへい茶屋","ゴヘイチャヤ","9970211","鶴岡市羽黒町手向字羽黒山33","","2021/05/27","鶴岡市"
"〇","","五兵衛食堂","ゴヘエショクドウ","9997201","鶴岡市山五十川木の下561-1","","2021/08/20","鶴岡市"
"〇","","彩宴","サイエン","9960022","新庄市住吉町8-20","","2021/09/15","新庄市"
"","〇","彩花亭　時代屋","サイカテイ　ジダイヤ","9993242","上山市葉山9-5","","2021/06/07","上山市"
"〇","","西郷屋","サイゴウヤ","9996101","最上町大字向町554-1","","2021/06/08","最上町"
"〇","","サウンドムーヴィングブルー","サウンドムーヴィングブルー","9992211","南陽市赤湯500-1","和ビル1F","2021/07/05","南陽市"
"〇","","沙翁","サオウ","9992211","南陽市赤湯934-1","2F","2021/09/14","南陽市"
"〇","","さかい食堂","サカイショクドウ","9990602","飯豊町萩生3898","","2021/07/20","飯豊町"
"","〇","堺屋森のホテル　ヴァルトベルク","サカイヤモリノホテルヴァルトベルク","9902301","山形市蔵王温泉清水坂889-1","","2021/06/08","山形市"
"〇","","栄寿司","サカエズシ","9900472","南陽市宮内2896-1","","2021/09/21","南陽市"
"","〇","栄屋ホテル","サカエヤホテル","9940024","天童市鎌田2-3-16","","2021/06/07","天童市"
"〇","","栄屋本店","サカエヤホンテン","9900043","山形市本町2-3-21","","2021/06/24","山形市"
"〇","","酒蔵　澤正宗","サカグラ　サワマサムネ","9900039","山形市香澄町1-1-1","エスパル山形 1F","2021/09/07","山形市"
"","〇","酒田グリーンホテル","サカタグリーンホテル","9980043","酒田市本町1-6-10","","2021/05/25","酒田市"
"〇","","魚亭　岡ざき","サカナテイ　オカザキ","9970857","鶴岡市美咲町2-46","","2021/08/23","鶴岡市"
"〇","","酒肴屋　伊藤家","サカナヤ　イトウケ","9980023","酒田市幸町2-2-5","","2021/10/04","酒田市"
"〇","","肴菜や　くに蔵","サカナヤ　クニクラ","9900039","山形市香澄町2-11-1","","2021/08/03","山形市"
"〇","","酒菜屋どんべえ","サカナヤドンベエ","9950034","村山市楯岡五日町14-28","","2021/10/11","村山市"
"〇","","魚料理　富重","サカナリョウリ　トミシゲ","9980023","酒田市本町3-5-16","","2021/05/26","酒田市"
"〇","","酒蓋屋　けん","サカブタヤ　ケン","9900042","山形市七日町3-3-39","大黒屋ビル2F","2021/10/06","山形市"
"〇","","さがえサービスエリア食堂","サガエサービスエリアショクドウ","9910041","寒河江市大字寒河江字久保乙1113-2","","2021/08/26","寒河江市"
"〇","","寒河江だるま","サガエダルマ","9910032","寒河江市南町2-4-2","","2021/10/11","寒河江市"
"","〇","寒河江屋旅館","サガエヤリョカン","9993242","上山市葉山4-7","","2021/08/24","上山市"
"","〇","三木屋参蒼來","サギヤサンソウライ","9993243","上山市高松283","","2021/10/25","上山市"
"〇","","茶蔵　山形店","サクラ　ヤマガタテン","9902339","山形市成沢西1-5-6","","2021/07/05","山形市"
"〇","","茶蔵　米沢店","サクラ　ヨネザワテン","9920012","米沢市金池5-6-33","","2021/06/28","米沢市"
"〇","","茶蔵茶房　霞城セントラル店","サクラサボウ　カジョウセントラルテン","9900827","山形市城南町1-1-1","","2021/05/08","山形市"
"〇","","さくら亭","サクラテイ","9993106","上山市旭町2-2-15","","2021/07/07","上山市"
"〇","","鮭川村エコパーク","サケガワムラエコパーク","9995203","鮭川村大字川口4890","","2021/07/01","鮭川村"
"〇","","Sake Dining groove","サケダイニンググルーヴ","9980854","酒田市末広町7-6","","2021/08/23","酒田市"
"〇","","酒茶房如意〜台湾料理とお酒のお店","サケチャボウニョイ〜タイワンリョウリトオサケノオミセ","9980824","酒田市大宮町4-6-11","","2021/09/07","酒田市"
"〇","","酒と仕出し　かねこ","サケトシダシ　カネコ","9997781","庄内町余目字大乗向62-3","","2021/08/05","庄内町"
"〇","","酒どころ　さとみ","サケドコロ　サトミ","9970029","鶴岡市日吉町2-2","","2021/07/28","鶴岡市"
"〇","","酒処KITAMAE","サケドコロキタマエ","9980044","酒田市中町2-6-1 ","酒田柳小路屋台村「北前横丁」","2021/09/24","酒田市"
"〇","","酒処はなまつり","サケドコロハナマツリ","9900042","山形市七日町2-3-30","","2021/07/28","山形市"
"〇","","SAKE BAR ねノコク","サケバーネノコク","9900047","山形市旅篭町2-2-25","","2021/07/30","山形市"
"〇","","笹谷高原荘","ササヤコウゲンソウ","9900016","山形市関沢318","","2021/08/02","山形市"
"〇","","幸亭","サチテイ","9970801","鶴岡市東原町12-5","","2021/06/08","鶴岡市"
"〇","","札幌ラーメン　どさんこ","サッポロラーメン　ドサンコ","9900039","山形市香澄町1-9-13","","2021/10/01","山形市"
"〇","","サテライト軽食喫茶さくら","サテライトケイショクキッササクラ","9970033","鶴岡市泉町5-30","","2021/06/21","鶴岡市"
"〇","","佐藤錦","サトウニシキ","9993706","東根市三日町2-1-24","","2021/08/10","東根市"
"〇","","SUNNY","サニー","9992211","南陽市赤湯823-4","巴里苑ビル2F","2021/09/02","南陽市"
"〇","","SUBWAY　ヨークベニマル成島店","サブウェイ　ヨークベニマルナルシマテン","9920043","米沢市塩野2440-1","","2021/08/27","米沢市"
"〇","","Some Time","サムタイム","9990121","川西町上小松1828","","2021/09/02","川西町"
"〇","","さむらい","サムライ","9900042","山形市七日町4-11-4","ナイトイン花小路","2021/07/08","山形市"
"〇","","サムライ","サムライ","9960027","新庄市本町7-34","","2021/05/26","新庄市"
"〇","","皿谷食堂","サラヤショクドウ","9910031","寒河江市本町2-6-54","","2021/07/30","寒河江市"
"","〇","沢口旅館","サワグチリョカン","9980281","酒田市飛島字勝浦甲73","","2021/09/21","酒田市"
"〇","","山海鮮　なか川","サンカイセン　ナカガワ","9992175","高畠町福沢南7-4","","2021/08/17","高畠町"
"〇","","三幸","サンコウ","9902445","山形市南栄町2-12-19","","2021/10/25","山形市"
"〇","","山菜そば処　あら宮","サンサイソバドコロ　アラミヤ","9993112","上山市小倉字大森1968","","2021/10/15","上山市"
"〇","","山菜料理　玉貴","サンサイリョウリ　タマキ","9900703","西川町間沢80-1","","2021/06/11","西川町"
"〇","","山椒","サンショウ","9993242","上山市葉山5-1","","2021/10/25","上山市"
"〇","","三十三間堂（山形七日町ワシントンホテル）","サンジュウサンゲンドウヤマガタナノカマチワシントンホテル","9900042","山形市七日町1-4-31","","2021/05/08","山形市"
"〇","","サンセット十六羅漢","サンセットジュウロクラカン","9998521","遊佐町吹浦字西楯7-30","","2021/05/17","遊佐町"
"〇","","産直さけまるくん","サンチョクサケマルクン","9995203","鮭川村大字川口271-2","","2021/09/27","鮭川村"
"〇","","産直みかわ","サンチョクミカワ","9971316","三川町大字猪子字大堰端314-3","","2021/10/07","三川町"
"〇","","サントリーバー　ライズ","サントリーバー　ライズ","9900039","山形市香澄町1-7-8","","2021/07/27","山形市"
"〇","","参男房","サンナンボウ","9940047","天童市駅西1-2-4","","2021/10/25","天童市"
"〇","","山王夢食堂","サンノウユメショクドウ","9970028","鶴岡市山王町3-14","さんのう夢ほっと1F","2021/09/17","鶴岡市"
"〇","","三平食堂","サンペイショクドウ","9997781","庄内町余目字町136-2","","2021/10/04","庄内町"
"〇","","さんろくまる","サンロクマル","9900042","山形市七日町2-1-19","","2021/05/08","山形市"
"〇","","The Brilliant Space LOL","ザ　ブリリアントスペース　エルオーエル","9900047","山形市旅篭町2-2-26","庄司ビル1F","2021/06/23","山形市"
"〇","","THE BROADWAY","ザ　ブロードウェイ","9900039","山形市香澄町1-6-10","佐五郎ビル2F","2021/10/19","山形市"
"","〇","蔵王アストリアホテル","ザオウアストリアホテル","9902301","山形市蔵王温泉字横倉外5","国有林236林班","2021/06/07","山形市"
"","〇","蔵王・和歌の宿わかまつや","ザオウウタノヤドワカマツヤ","9902301","山形市蔵王温泉951-1","","2021/06/07","山形市"
"","〇","蔵王エコー山荘","ザオウエコーサンソウ","9993114","上山市永野字蔵王山2561-1","","2021/07/20","上山市"
"〇","","蔵王温泉ジンギスカンひつじ苑","ザオウオンセンジンギスカンヒツジエン","9900039","山形市香澄町1-11-16","","2021/10/14","山形市"
"","〇","蔵王国際ホテル","ザオウコクサイホテル","9902301","山形市蔵王温泉933","","2021/08/16","山形市"
"〇","","蔵王猿倉レストハウス","ザオウサルクラレストハウス","9993113","上山市蔵王字蔵王山2843-1","","2021/07/16","上山市"
"〇","","蔵王山麓　あずきや","ザオウサンロク　アズキヤ","9993115","上山市高野字高野原103","","2021/09/08","上山市"
"","〇","蔵王四季のホテル","ザオウシキノホテル","9902301","山形市蔵王温泉1272","","2021/05/08","山形市"
"","〇","ZAOセンタープラザ","ザオウセンタープラザ","9902301","山形市蔵王温泉903-2","","2021/05/31","山形市"
"","〇","蔵王つららぎの宿　花ゆらん","ザオウツララギノヤド　ハナユラン","9902301","山形市蔵王温泉878-12","","2021/08/05","山形市"
"","〇","蔵王ライザウッディロッジ","ザオウライザウッディロッジ","9993113","上山市蔵王坊平高原","","2021/06/28","上山市"
"〇","","蔵王ライザワールド","ザオウライザワールド","9993113","上山市蔵王坊平高原","","2021/06/28","上山市"
"〇","","ザ・リヴィントン","ザ・リヴィントン","9960002","新庄市金沢1073-2","","2021/08/30","新庄市"
"〇","","シェ・ナカガワ","シェ　ナカガワ","9902491","山形市あずま町3-19","","2021/07/27","山形市"
"","〇","しおさい荘","シオサイソウ","9997126","鶴岡市鼠ヶ関乙45","","2021/06/25","鶴岡市"
"〇","","四季　日本料理　いばら木","シキ　ニホンリョウリ　イバラキ","9902435","山形市青田1-1-5","","2021/07/27","山形市"
"〇","","四季彩　いし蔵","シキサイ　イシグラ","9900039","山形市香澄町1-6-6","","2021/08/02","山形市"
"〇","","四季彩　魚豊味","シキサイ　ウオトミ","9990602","飯豊町大字萩生4390-4","","2021/09/14","飯豊町"
"〇","","四季彩　竹亭","シキサイ　チクテイ","9960026","新庄市大町3-1","グレース大町ビル　1FA","2021/06/10","新庄市"
"〇","","四季亭　よし田","シキテイヨシダ","9900039","山形市香澄町1-15-24","","2021/08/03","山形市"
"〇","","四季の味　山里菜","シキノアジ　サンリナ","9990121","川西町大字上小松1068-10","","2021/08/20","川西町"
